Car Name,CO2
Volkswagen  - Up! - move up,90
Tesla Motors  - Model 3 - Model 3 2023,102
Volkswagen  - Up! - EcoUp Sky,90
Volkswagen  - Up! - EcoUp,90
Volkswagen  - Lupo 3L - 1.2 TDI,96
Volkswagen  - Up! - Up! EcoUp! Move CNG,86
Volkswagen  - Lupo 3L - Lupo 3L TDI,95
Volkswagen  - Up! - eco Up,90
Volkswagen  - Up! - eco,86
Volkswagen  - ID.4 - ID.4,97
Volkswagen  - Up! - Clara,91
Volkswagen  - Up! - EcoUp,91
Volkswagen  - Up! - up! eco,91
Cupra  - Born - Born 150 kW,0
Volkswagen  - Up! - EcoUp!,91
Volkswagen  - Up! - Eco UP!,91
Volkswagen  - Up! - VW move up! 1.0 EcoFuel ,91
Volkswagen  - Up! - CHEER UP,91
Volkswagen  - Up! - Eco,91
Volkswagen  - Up! - ecoUp! High,91
Volkswagen  - Lupo 3L - Lupo 3L TDI,95
Skoda  - Citigo - Clever,85
Volkswagen  - Up! - eco Up,91
Volkswagen  - Lupo 3L - Lupo 3L TDI,94
Volkswagen  - Up! - high ,92
Volkswagen  - Lupo 3L - 1.2 TDi 3L,96
Volkswagen  - Up! - ecoup! move up bmt,92
Volkswagen  - Up! - HighUP!,92
Volkswagen  - Up! - ECO Up,88
Volkswagen  - Up! - Club up!,92
Volkswagen  - Lupo 3L - Lupo 3L TDI,95
Volkswagen  - Up! - Club Up,92
Volkswagen  - Up! - Up!,92
Volkswagen  - Up! - up! EcoFuel move,89
Volkswagen  - Up! - ECO UP,92
Volkswagen  - Up! - Eco up!,92
Volkswagen  - Up! - Eco Up! ,90
Volkswagen  - ID.4 - Pro Performance,97
Volkswagen  - Up! - EcoUp ,92
Volkswagen  - Up! - High Up! Eco,92
Volkswagen  - Up! - eco move up!,92
Skoda  - Citigo - Citigo GreenTec CNG - Ambition,94
Volkswagen  - Up! - Eco Fuel,92
Volkswagen  - Lupo 3L - 1.2TDi,94
Tesla Motors  - Model Y - Y RWD,78
Volkswagen  - Up! - Eco Up! Move,93
Volkswagen  - Up! - Cheer up,93
Volkswagen  - Up! - eco up,93
Volkswagen  - Up! - eco UP!,93
Volkswagen  - Up! - ecoup,93
Volkswagen  - Up! - eco up!,93
Volkswagen  - Up! - eco move up!,93
Volkswagen  - Up! - Eco Up,94
Volkswagen  - Up! - High Up Eco,90
Volkswagen  - Up! - Eco Up,93
Volkswagen  - Up! - eco up!,93
Volkswagen  - Lupo 3L - 3L TDI,95
Volkswagen  - Lupo 3L - 3l lupo,93
Volkswagen  - Up! - eco up!,93
Volkswagen  - Lupo 3L - 3l,95
Volkswagen  - Lupo 3L - Lupo 3l,92
Volkswagen  - Up! - move up,94
Volkswagen  - Up! - Move up! EcoFuel,94
Volkswagen  - Up! - Move Up,94
Tesla Motors  - Model 3 - LR,119
Volkswagen  - Up! - EcoUP! HighUP!,94
Volkswagen  - Up! - eco-up! high up!,94
Volkswagen  - Up! - up! eco,94
Volkswagen  - Up! - move eco-up,86
Volkswagen  - Up! - ecoup,91
Volkswagen  - Up! - eco move up,86
Volkswagen  - Up! - VW HighUp! ecoFuel,94
Volkswagen  - Up! - eco up! high up!,94
Volkswagen  - Up! - 1.0 BMT Eco,95
Volkswagen  - Up! - High UP,95
Volkswagen  - Up! - VW Up! Move Up Eco Up,95
Volkswagen  - Up! - move up,95
Volkswagen  - Up! - EcoFuel BlueMotion,95
"Volkswagen  - Up! - ecoUP! 1,0 BMT Cool'n Sound",95
Volkswagen  - Up! - eco up! cheer,96
Volkswagen  - Up! - eco up! high up!,95
Volkswagen  - Lupo 3L - Lupo 3L,85
Volkswagen  - Lupo 3L - 1.2 TDI,95
"Volkswagen  - Up! - take up! EcoFuel BlueMotion Technology 1,0 l 50 kW (68 PS) 5-Gang",95
Volkswagen  - Up! - move up! EcoFuel BMT,95
Volkswagen  - Up! - cheerUp EcoUP,95
Volkswagen  - Up! - Up! Eco High,91
Volkswagen  - Up! - move up!,95
Volkswagen  - Up! - ecoUp!,95
Volkswagen  - Up! - Eco Up!,96
Volkswagen  - Up! - move up!,92
Volkswagen  - Up! - ECO up! CNG BMT,96
Volkswagen  - Up! - eco move up!,93
Volkswagen  - Up! - eco up!,96
Volkswagen  - Up! - sky up! BMT EcoFuel - eco up!,88
Volkswagen  - Up! - Eco UP!,96
Tesla Motors  - Model 3 - Hinterradantrieb,94
Volkswagen  - Lupo 3L - Volkswagen Lupo 3L 1.2 TDI ,95
Volkswagen  - Lupo 3L - lille møgsvin,95
Volkswagen  - Up! - move up!,87
Tesla Motors  - Model Y - Model Y LR,0
Volkswagen  - Lupo 3L - 6E blau,90
Volkswagen  - Lupo 3L - Lupo,95
Volkswagen  - Up! - Eco-Up!,88
Volkswagen  - Up! - ecoUP! BM High,96
Skoda  - Citigo - Citigo CNG Green tec Active,86
Volkswagen  - Up! - eco up!,97
Volkswagen  - Up! - 1.0 5p. eco move up! BMT,94
Volkswagen  - Lupo 3L - 3L,103
Volkswagen  - Lupo 3L - Lupo 3L,109
Volkswagen  - Lupo 3L - 3L TDI,98
Tesla Motors  - Model Y - Model Y RWD,86
Volkswagen  - Up! - eco up!,92
Volkswagen  - Lupo 3L - VW Lupo 3-Liter,101
Volkswagen  - Up! - up,94
Volkswagen  - Lupo 3L - 3L,96
Volkswagen  - Lupo 3L - 3L,95
Volkswagen  - Lupo 3L - TDI,94
Volkswagen  - Up! - Eco Up!,98
Volkswagen  - Up! - Up!,97
Tesla Motors  - Model Y - Longe Range,73
"Tesla Motors  - Model 3 - Model 3, 2023",88
Volkswagen  - Up! - High EcoFuel BMT,99
Volkswagen  - Up! - ecoUp,91
Volkswagen  - Lupo 3L - 1.2TDI 3L,99
Volkswagen  - Up! - move up! EcoFuel,99
Volkswagen  - Up! - ECO-UP,98
Volkswagen  - Up! - eco Up!,99
Volkswagen  - Up! - Eco Up!,92
Volkswagen  - Lupo 3L - Lupo 3L,96
Volkswagen  - Up! - EcoUp,99
Seat  - Mii - Chic Ecofuel,92
Volkswagen  - Lupo 3L - TDI,97
Volkswagen  - Up! - Take up,96
Volkswagen  - Lupo 3L - VW Lupo 3L,97
Volkswagen  - Lupo 3L - Lupo 3L,86
Volkswagen  - Up! - Eco Up!,99
Volkswagen  - Lupo 3L - Lupo 1.2tdi 3l,105
Volkswagen  - Lupo 3L - 3L 1.2 TDI,102
Volkswagen  - Lupo 3L - 6E,100
Volkswagen  - Up! - eco up,98
Volkswagen  - Up! - VW take up!,100
Volkswagen  - Up! - Eco UP! BMT High UP!,98
Volkswagen  - Up! - move up,100
Volkswagen  - Lupo 3L - Lupo 3L,103
Volkswagen  - Up! - sound,100
Volkswagen  - Up! - ECO Up,100
Volkswagen  - Up! - High eco up,100
Volkswagen  - Up! - ecoup! high,100
Tesla Motors  - Model Y - Y,93
Volkswagen  - Up! - Eco up! High 1.0,99
Volkswagen  - Up! - CUP,100
Volkswagen  - Up! - EcoUp! ,101
Volkswagen  - Up! - Eco Cup Up,101
Volkswagen  - Up! - ECO UP,101
Volkswagen  - Up! - VW Eco Up!,100
Volkswagen  - Up! - 1.0 BMT,97
Volkswagen  - Up! - Ecoup!,101
Volkswagen  - Up! - Eco High up,98
Volkswagen  - Lupo 3L - Lupo,96
Volkswagen  - Up! - move up! EcoFuel BMT,101
Volkswagen  - Up! - Eco Plus,98
Volkswagen  - Up! - EcoUp,95
Volkswagen  - Up! - eco,99
Volkswagen  - Up! - Up! Eco Up!,102
Volkswagen  - Up! - Eco High UP,102
Volkswagen  - Up! - Cheer,98
"Volkswagen  - Lupo 3L - Lupo 3L 1,2 TDI",95
Volkswagen  - Up! - eco up,102
Volkswagen  - Lupo 3L - Lupo 3L,96
Volkswagen  - Up! - Club,102
Volkswagen  - Lupo 3L - Lupo 3L,99
Volkswagen  - Up! - Eco Up! Highline,102
Volkswagen  - Up! - Eco Fuel,94
Volkswagen  - Up! - CUP UP - EcoFuel,102
Volkswagen  - Lupo 3L - 6E,104
Volkswagen  - Up! - EcoUp!,90
Volkswagen  - Up! - BMT,98
Volkswagen  - Up! - EcoFuel (L-Gas),103
Volkswagen  - Up! - High up!,103
Volkswagen  - Up! - Eco Up / High Up,103
Volkswagen  - Up! - move up!,103
Volkswagen  - Up! - EcoUp!,103
Volkswagen  - Up! - ECO Up Join,91
Volkswagen  - Up! - eco Up,105
Volkswagen  - Up! - ecoUP,103
Volkswagen  - Up! - Eco Up! Take Up!,103
Volkswagen  - Up! - Eco Up!,103
Volkswagen  - Up! - unknown,104
Volkswagen  - Up! - eco-up,97
Volkswagen  - Up! - EcoUP!,99
Volkswagen  - Up! - ecoup! high up,104
Volkswagen  - Up! - ecoUP,104
Volkswagen  - Lupo 3L - 6X,99
Volkswagen  - Up! - Eco Up! Move Up!,99
Volkswagen  - Up! - eco up!,104
Volkswagen  - Up! - öko,99
Volkswagen  - Up! - 1.0 eco move up!,97
Volkswagen  - Up! - Eco up,105
Volkswagen  - Up! - VW Up 1.0 EcoFuel,105
Volkswagen  - Up! - Eco UP!,97
Volkswagen  - Up! - ECO UP!,99
Volkswagen  - Up! - ecoUp,105
Volkswagen  - Up! - EcoUp,100
Volkswagen  - Up! - Move UP BMT ,105
Volkswagen  - Up! - ECOUP!,105
Volkswagen  - Up! - up! EcoFuel BMT 1.0 CNG,105
Volkswagen  - Up! - eco up,105
Volkswagen  - Up! - Cup,105
Volkswagen  - Lupo 3L - Lupo 3L 1.2 TDI,109
Skoda  - Citigo - Ecofuel 1.0,129
Volkswagen  - Up! - Eco Up,105
Volkswagen  - Up! - move up,105
Volkswagen  - Lupo 3L - 3l,101
Volkswagen  - Up! - Eco Up!!,92
Volkswagen  - Up! - up! ecofuel,106
Volkswagen  - Up! - Jeans up!,106
Volkswagen  - Lupo 3L - Lupo 3L TDi,101
Volkswagen  - Up! - eco up!,106
Volkswagen  - Up! - Ecoup!,106
Volkswagen  - Up! - Cheer Eco Up!,106
Volkswagen  - Lupo 3L - Lupo 3L,102
Volkswagen  - Up! - eco up! high up!,106
Volkswagen  - Up! - Eco Up,100
Volkswagen  - Up! - UP,106
Volkswagen  - Up! - ECO UP,106
Volkswagen  - Up! - ecoup,107
Volkswagen  - Up! - move eco up,106
Volkswagen  - Up! - Move Up,97
Volkswagen  - Up! - ecoUP! BlueMotion,107
Volkswagen  - Up! - eco up!,107
Volkswagen  - Up! - High Up,107
Volkswagen  - Up! - high up,107
Volkswagen  - Up! - High Eco Up!,99
Volkswagen  - Up! - Colour,107
Volkswagen  - Up! - Ecoup Sound,107
Volkswagen  - Up! - Move Up!,108
Volkswagen  - ID.4 - Pro Performance,109
Volkswagen  - Up! - EcoUp,108
Volkswagen  - Up! - ecoup,94
Volkswagen  - Up! - EcoUp!,108
Volkswagen  - Up! - eco UP,108
Volkswagen  - Up! - Ecoup,109
Volkswagen  - Up! - Cup,108
Volkswagen  - Up! - Les,109
Volkswagen  - Up! - Move eco UP! ,109
Volkswagen  - Up! - cheer up!,109
Volkswagen  - Up! - Eco up!,109
Volkswagen  - Up! - a,109
Volkswagen  - Up! - VW up! BMT CNG,110
Volkswagen  - Lupo 3L - 3L TDI,107
Volkswagen  - Up! - Cheer UP! EcoUp!,110
Volkswagen  - Up! - move up,110
Volkswagen  - Up! - upup,93
Volkswagen  - Up! -  Club Up!,98
Volkswagen  - Up! - CUP,101
Volkswagen  - Up! - ecoUp!,110
Volkswagen  - Up! - Up cup,101
Volkswagen  - Up! - ECO Up! High Line,111
Volkswagen  - Up! - Eco Up!,111
Volkswagen  - Up! - EcoUP! HighUP!,110
Volkswagen  - Up! - Move Up!,101
Volkswagen  - Up! - Eco Up!,111
Volkswagen  - Up! - Take UP!,101
Volkswagen  - Up! - Eco Up,112
Volkswagen  - Up! - EcoFuel,112
Volkswagen  - Up! - Take Up!,112
Volkswagen  - Up! - EcoUp mit L-Gas,98
Volkswagen  - Up! - eco move up!,112
Volkswagen  - Lupo 3L - Lupo 3L,96
Volkswagen  - Up! - street up! CNG,112
Volkswagen  - Up! - b,112
Volkswagen  - Up! - Take Up,90
Volkswagen  - Up! - ECO up!,113
Volkswagen  - Up! - Move Up!,113
Volkswagen  - Up! - eco join up!,114
Volkswagen  - Up! - Up,112
Volkswagen  - Up! - ecoup,113
Volkswagen  - Up! - EcoFuel high UP! ,113
Volkswagen  - Up! - VW ECO UP,114
"Volkswagen  - Up! - high up! EcoFuel BlueMotion Technology 1,0 l",115
Volkswagen  - Up! - EcoUP!,114
Volkswagen  - Up! - Eco Move UP!,116
Volkswagen  - Up! - ecoup,115
Volkswagen  - Up! - Move ECO UP!,115
Volkswagen  - Up! - eco up,98
Volkswagen  - Up! - Move UP,107
Volkswagen  - Up! - Up,116
Volkswagen  - Up! - Eco Up,116
Volkswagen  - Up! - eco Up,117
Volkswagen  - Up! - ecoup!,117
Volkswagen  - Up! - Move UP,116
Volkswagen  - Up! - EcoUp!,117
Volkswagen  - Up! - eco up,117
Skoda  - Citigo - G-tech,103
Volkswagen  - Up! - ecoUp!,118
Volkswagen  - Up! - Move Up,118
Volkswagen  - Up! - eco up,119
Volkswagen  - Up! - Eco up! ,120
Volkswagen  - Up! - ecoUp,120
Volkswagen  - Up! - white up!,120
Volkswagen  - Up! - high up! ecofuel BMT,103
Volkswagen  - Up! - sound,120
Volkswagen  - Up! - eco UP ,120
Volkswagen  - Up! - EcoUP,120
Volkswagen  - Up! - EcoFuel High Up!,120
Volkswagen  - Up! - Eco-up Move ,103
Volkswagen  - Up! - Cup Up!,99
Volkswagen  - Up! - EcoFuel,120
Volkswagen  - Up! - eco up,121
Volkswagen  - Up! - EcoUp! Cup ,121
Volkswagen  - Up! - cheer up BMT ,121
Volkswagen  - Up! - high up,121
Volkswagen  - Up! - eco up! cup up!,122
Volkswagen  - Up! - eco,122
Volkswagen  - Up! - ECO UP!,97
Volkswagen  - Up! - ECO-High Up! Vegan,123
Volkswagen  - Up! - Eco up! High BMT,120
Volkswagen  - Up! - eco up,125
Volkswagen  - Up! - Ecofuel,129
Volkswagen  - Up! - Ecoup! High up!,124
Volkswagen  - Up! - Cheer Eco Up!,126
Volkswagen  - Up! - ECO UP!,131
Volkswagen  - Up! - EcoUp!,130
Hyundai  - Ioniq 5 - Ioniq 5,3
Volkswagen  - Up! - Eco UP Take-up,135
Hyundai  - Ioniq 5 - RWD,25
Hyundai  - Ioniq 5 - AWD,67
"Hyundai  - Ioniq 5 - Vertex 72 kWh, 2WD 20 Zoll ",67
Hyundai  - Ioniq 5 - ioniq 5,60
Volkswagen  - Up! - eco Up! cheer up,105
Hyundai  - Ioniq 5 - LR AWD,68
Tesla Motors  - Model Y - Long Range,103
Hyundai  - Ioniq 5 - Essential ,71
Hyundai  - Ioniq 5 - Uniq,71
Hyundai  - Ioniq 5 - Basis,74
"Hyundai  - Ioniq 5 - Ioniq 5 Long Range RWD 77,4 kwh",77
Hyundai  - Ioniq 5 - Ioniq5,75
Hyundai  - Ioniq 5 - IONIQ 5 RWD 73 KWH,71
"Hyundai  - Ioniq 5 - IONIQ 5 RWD 77,4kWh",4
Kia  - EV6 - LR RWD,117
Hyundai  - Ioniq 5 - Core 58kWh,76
Hyundai  - Ioniq 5 - RWD,79
Hyundai  - Ioniq 5 - Ioniq 5,0
Hyundai  - Ioniq 5 - IONIQ 5 FirstEdition (2WD),82
Hyundai  - Ioniq 5 - 58kWh 2WD,0
Volkswagen  - Up! - VW Up EcoFuel,105
Hyundai  - Ioniq 5 - AWD LongRange,83
Volkswagen  - Lupo 3L - 3L,109
Hyundai  - Ioniq 5 - P45,84
Hyundai  - Ioniq 5 - Ioniq 5,85
Hyundai  - Ioniq 5 - Ioniq 5 Vertex AWD,23
Hyundai  - Ioniq 5 - Ioniq 5,85
Hyundai  - Ioniq 5 - Base Line RWD 58kWh,85
Hyundai  - Ioniq 5 - RWD 72.6 20 Zoll,85
Hyundai  - Ioniq 5 - First Edition,86
Volkswagen  - Up! - Bubi up,106
Hyundai  - Ioniq 5 - IONIQ 5,86
Hyundai  - Ioniq 5 - IONIQ 5 Projekt 45,87
Volkswagen  - ID.4 - ID.4 Pilotprojekt ,106
Volkswagen  - Up! - Comfortline Erdgas,107
Tesla Motors  - Model Y - Perfomance,116
Hyundai  - Ioniq 5 - Ionic 5,88
Volkswagen  - Lupo 3L - 3L,109
Hyundai  - Ioniq 5 - SR,89
Hyundai  - Ioniq 5 - LR RWD,86
Hyundai  - Ioniq 5 - Lounge 77kWh RWD,16
Hyundai  - Ioniq 5 - IONIQ 5,11
Volkswagen  - Lupo 3L - Lupo 3L 1.2 TDI Limousine,96
Hyundai  - Ioniq 5 - 5 Standard,90
Volkswagen  - Up! - Eco Up!,108
Hyundai  - Ioniq 5 - MJ23,93
Hyundai  - Ioniq 5 - Ioniq 5,90
Hyundai  - Ioniq 5 - Comfort,90
Hyundai  - Ioniq 5 - 228PS,93
Hyundai  - Ioniq 5 - Top Line Long Range RWD,91
Hyundai  - Ioniq 5 - IONIQ 5 RWD 58 kWh,93
Hyundai  - Ioniq 5 - Long Range RWD,0
Hyundai  - Ioniq 5 - Balance Vision,0
Hyundai  - Ioniq 5 - NE,93
Hyundai  - Ioniq 5 - IONIQ 5 LR RWD M23,39
Volkswagen  - Lupo 3L - 3l,115
Hyundai  - Ioniq 5 - E,94
Hyundai  - Ioniq 5 - Ioniq 5,94
Hyundai  - Ioniq 5 - 4WD,18
"Hyundai  - Ioniq 5 - 72,6 kw RWD",95
Hyundai  - Ioniq 5 - 73kw creative RWD,95
Hyundai  - Ioniq 5 - p45,94
Hyundai  - Ioniq 5 - P45 mit 19”,95
Volkswagen  - Up! - Cheer,101
Hyundai  - Ioniq 5 - Ioniq 5,98
Volkswagen  - Lupo 3L - 1.2 tdi,117
Volkswagen  - Up! - Eco Move Uo,112
Hyundai  - Ioniq 5 - Ioniq 5 Long Range AWD,0
Hyundai  - Ioniq 5 - Ioniq 5 SMART,99
Hyundai  - Ioniq 5 - Uniq,97
Hyundai  - Ioniq 5 - 58,99
Volkswagen  - Lupo 3L - 3L,119
Hyundai  - Ioniq 5 - Ioniq 5 P45,99
Volkswagen  - Up! - VW eco up!,112
Hyundai  - Ioniq 5 - 58 kWh RWD,100
Volkswagen  - Lupo 3L - 1.2 TDI,120
Hyundai  - Ioniq 5 - Uniq,100
Hyundai  - Ioniq 5 - IONIQ 5,27
Hyundai  - Ioniq 5 - Ioniq 5 Long Range RWD,101
Hyundai  - Ioniq 5 - Ioniq 5,0
"Hyundai  - Ioniq 5 - RWD 72,6 20Zoll",1
Hyundai  - Ioniq 5 - IONIQ 5 P45,82
Hyundai  - Ioniq 5 - Techniq,106
"Hyundai  - Ioniq 5 - Ioniq 5 RWD 72,6kWh Techniq",102
Hyundai  - Ioniq 5 - Project 45,103
Hyundai  - Ioniq 5 - Ioniq 5,103
Volkswagen  - Up! - Eco up,101
Volkswagen  - Lupo 3L - Team Arctic Donkeys Noordkaap Challenge,131
"Cupra  - Born - 58 kWh

",85
Hyundai  - Ioniq 5 - Ioniq 5 RWD Uniq,48
Hyundai  - Ioniq 5 - IONIQ 5 Techniq,0
"Hyundai  - Ioniq 5 - IONIQ5 RWD 72,6kWh UNIQ",1
Volkswagen  - Lupo 3L - Lupo,148
Hyundai  - Ioniq 5 - Ioniq 5,83
Volkswagen  - Up! - EcoUp! takeup,76
Hyundai  - Ioniq 5 - Unique,106
Volkswagen  - Lupo 3L - Lupo 3L,111
Hyundai  - Ioniq 5 - Basis LR RWD,105
Hyundai  - Ioniq 5 - Ioniq 5,105
Hyundai  - Ioniq 5 - AWD,101
"Hyundai  - Ioniq 5 - LR  RWD 20""WP",107
"Hyundai  - Ioniq 5 - Uniq, AWD",0
Hyundai  - Ioniq 5 - LR / AWD,1
"Hyundai  - Ioniq 5 - Ioniq 5, 58 kWh, RWD",86
Hyundai  - Ioniq 5 - Project 45 Paket,28
Hyundai  - Ioniq 5 - Ioniq 5 AWD 58kWh,88
Hyundai  - Ioniq 5 - Ioniq 5 Top  Line RWD,109
Hyundai  - Ioniq 5 - IONIQ 5,0
Hyundai  - Ioniq 5 - Basis,112
Hyundai  - Ioniq 5 - Ioniq 5 P45,72
Hyundai  - Ioniq 5 - Techniq,108
Hyundai  - Ioniq 5 - P45,112
Hyundai  - Ioniq 5 - iq5,112
Volkswagen  - Up! - VW EcoUP,110
Hyundai  - Ioniq 5 - htrac,116
Hyundai  - Ioniq 5 - UNIQ,112
Hyundai  - Ioniq 5 - Projekt 45,99
Volkswagen  - Lupo 3L - Lupo 3L TDI,119
Hyundai  - Ioniq 5 - Ioniq 5,97
Hyundai  - Ioniq 5 - P45 AWD,114
Hyundai  - Ioniq 5 - Ioniq5 AWD P45,58
"Hyundai  - Ioniq 5 - Ioniq 5, Spitzname Grumpy",0
Hyundai  - Ioniq 5 - Dynamiq RWD 72kWh AHK,0
Hyundai  - Ioniq 5 - Ioniq 5,0
Hyundai  - Ioniq 5 - AWD 72kW,118
Hyundai  - Ioniq 5 - IONIQ5 Project45 ,122
Hyundai  - Ioniq 5 - Standart,115
"Hyundai  - Ioniq 5 - 4WD 20 Zoll 77,4 kWh",21
Hyundai  - Ioniq 5 - P45,127
Hyundai  - Ioniq 5 - Projekt 45,122
Hyundai  - Ioniq 5 - Ioniq 5 ,12
Skoda  - Enyaq - iV,4
Hyundai  - Ioniq 5 - beast,348
Skoda  - Enyaq - iV80,16
Skoda  - Enyaq - iV 80,19
Skoda  - Enyaq - ib60,34
Skoda  - Enyaq - Coupé iV RS,49
Skoda  - Enyaq - Enyaq iV60,61
Skoda  - Enyaq - iV80,68
Skoda  - Enyaq - iV 80,72
Volkswagen  - Up! - Eco up! High up!,106
Hyundai  - Ioniq 5 -  LG1805,105
Skoda  - Enyaq - iV 80,74
Volkswagen  - Up! - High Up! EcoUp!,75
Skoda  - Enyaq - iV80,76
Skoda  - Enyaq - IV 80 Sportline,0
Skoda  - Enyaq - RS ,76
Skoda  - Enyaq - IV80,0
Skoda  - Enyaq - iV 80,80
Skoda  - Enyaq - 60,31
Skoda  - Enyaq - IV 60,81
Skoda  - Enyaq - 80 plus,81
Skoda  - Enyaq - iV 60,83
Hyundai  - Ioniq 5 - AWD Unic,86
Skoda  - Enyaq - iV 60,83
Skoda  - Enyaq - Enyaq Coupe RS iV,0
Skoda  - Enyaq - iV80,84
Volkswagen  - Up! - Up,79
Skoda  - Enyaq - iV 80,0
Skoda  - Enyaq - iv  60 Suite,87
Skoda  - Enyaq - iii,85
Skoda  - Enyaq - Enyaq IV 60 Loft,0
Skoda  - Enyaq -  iV80,68
Skoda  - Enyaq - Sportline IV 80,86
Skoda  - Enyaq - 80x,87
Skoda  - Enyaq - iV80 Sportline,87
Skoda  - Enyaq - Enyaq iV80,6
Skoda  - Enyaq - IV 80 Sportline,86
Skoda  - Enyaq - Enyaq iV 80,0
Volkswagen  - Lupo 3L - 3L TDI,86
Skoda  - Enyaq - iV 80,18
Skoda  - Enyaq - Enyaq iV80,2
Skoda  - Enyaq - iV 80,28
Skoda  - Enyaq - iV 80,0
Skoda  - Enyaq - Enyaq Coupé RS ,0
Skoda  - Enyaq - Enyaq Sportline iV 80,89
Skoda  - Enyaq - iV50,91
Skoda  - Enyaq - iV 60,90
Skoda  - Enyaq - Enyaq Coupe RS,95
Skoda  - Enyaq - 80x Sportline ,92
Skoda  - Enyaq - IV60,91
Skoda  - Enyaq - ŠNEQ,80
Hyundai  - Ioniq 5 - RWD Unique,104
Skoda  - Enyaq - IV80,0
Skoda  - Enyaq - iV 80,92
Skoda  - Enyaq - iV 60,0
Skoda  - Enyaq - IV 60,94
Skoda  - Enyaq - IV 80,96
Skoda  - Enyaq - Enyaq iV 60,30
Skoda  - Enyaq - iV60,94
Skoda  - Enyaq - iV60,95
Skoda  - Enyaq - IV80,83
Skoda  - Enyaq - enyaq,95
Skoda  - Enyaq - 80 iv,95
Skoda  - Enyaq - iv80,95
Skoda  - Enyaq - Coupé iV RS 4x4,95
Volkswagen  - Up! - EcoUp Move Up,102
Skoda  - Enyaq - Coupe RS,0
Skoda  - Enyaq - iV80,97
Skoda  - Enyaq - iV 80,95
Skoda  - Enyaq - iV 80,95
Skoda  - Enyaq -  IV 60,96
Skoda  - Enyaq - IV 60,96
Skoda  - Enyaq - IV 80,0
Skoda  - Enyaq - IV80,101
Skoda  - Enyaq - 80x,37
Skoda  - Enyaq - Enyaq iV 80,96
Skoda  - Enyaq - iV 80,97
Skoda  - Enyaq - iv60,97
Skoda  - Enyaq - iV80,69
Skoda  - Enyaq - iV80,28
Skoda  - Enyaq - iV 80,98
Skoda  - Enyaq - Enyaq Coupé RS iV,98
Skoda  - Enyaq - iV 80,98
Skoda  - Enyaq - iV 80x,24
Skoda  - Enyaq - Enyaq iV 80x,100
Skoda  - Enyaq - IV 60,99
Skoda  - Enyaq - iV80,99
Skoda  - Enyaq - IV 80,99
Skoda  - Enyaq - iV 80,100
Skoda  - Enyaq - iV80,0
Skoda  - Enyaq - IV 60,100
Skoda  - Enyaq - iv 80,100
Skoda  - Enyaq - iV80,100
Skoda  - Enyaq - iV80,100
Skoda  - Enyaq - Coupe RS,100
Skoda  - Enyaq - Enyaq IV 80,106
Volkswagen  - Up! - EcoUP,97
Skoda  - Enyaq - Enyaq 80,0
Skoda  - Enyaq - 80,0
Skoda  - Enyaq - 80x Sportline,100
Skoda  - Enyaq - 80 SportLine,102
Skoda  - Enyaq - Coupe vRS,102
Skoda  - Enyaq - iv80,15
Skoda  - Enyaq - Enyaq 80 Sportline,89
Skoda  - Enyaq - iV 80 Sportline,101
Skoda  - Enyaq - iV60,102
Skoda  - Enyaq - Enyaq Sportline iV80,4
Skoda  - Enyaq - IV60,102
Skoda  - Enyaq - iV 80,103
Skoda  - Enyaq - IV 80,103
Skoda  - Enyaq - iV80,103
Skoda  - Enyaq - Sportline IV80,101
Skoda  - Enyaq - Enyaq Coupé RS iV,104
Skoda  - Enyaq - iV 80,104
Skoda  - Enyaq - iV 80,70
Skoda  - Enyaq - 80iV,99
Skoda  - Enyaq - iV80,91
Skoda  - Enyaq - iv80,102
Skoda  - Enyaq - i.v 80 x,104
Skoda  - Enyaq - iV 80,104
Skoda  - Enyaq - Enyaq iV80x,0
Skoda  - Enyaq - ENYAQ iV80,73
Skoda  - Enyaq - iV80,105
Skoda  - Enyaq - iV 80x Founders Edition,50
Skoda  - Enyaq - 80 Sportline,104
Skoda  - Enyaq - iV 60 Sportline,105
Skoda  - Enyaq - Skoda Enyaq 80,105
Skoda  - Enyaq - ENYAQ iV 80x ,0
Skoda  - Enyaq - E,105
Skoda  - Enyaq - IV 80x,109
Skoda  - Enyaq - iV 60 Plus,105
Skoda  - Enyaq - IV 60,106
Skoda  - Enyaq - Enyaq Coupé RS iV,108
Skoda  - Enyaq - iv 80  x Sportline,95
Skoda  - Enyaq - iV 80,107
Skoda  - Enyaq - iV 80,106
Skoda  - Enyaq - RS Coupe,107
Skoda  - Enyaq - iV 80,0
Skoda  - Enyaq - IV80,0
Skoda  - Enyaq - Enyaq iV 80,107
Skoda  - Enyaq - iV 80,107
Skoda  - Enyaq - lV 80,99
Skoda  - Enyaq - Coupe RS,109
Skoda  - Enyaq - 80x Sportline,0
Skoda  - Enyaq - 80x,113
Skoda  - Enyaq - IV 80 Sportline,108
Skoda  - Enyaq - IV 80,109
Skoda  - Enyaq - iV 80,99
Skoda  - Enyaq - ENYAQ 80,33
Skoda  - Enyaq - iV 80 Sportsline,106
Skoda  - Enyaq - iV80,108
Skoda  - Enyaq - IV60 ,110
Skoda  - Enyaq - iV80,0
Skoda  - Enyaq - iV 80,109
Skoda  - Enyaq - Enyaq IV 80,110
Skoda  - Enyaq - iV,110
Skoda  - Enyaq - 80 iV,0
