Car Name,CO2
Skoda  - Citigo - GITIGOe IV ,58
Skoda  - Citigo - eiv,70
Skoda  - Citigo -  Style,71
Skoda  - Citigo - e iV,69
Skoda  - Citigo - CITIGOe iV,69
Skoda  - Citigo - E IV,70
Skoda  - Citigo - CitiGoE IV,6
Volkswagen  - Golf - e-golf,0
Skoda  - Citigo - GITIGOe IV Style,72
Renault  - Twingo - gelb,60
Volkswagen  - Golf - e-Golf,0
Skoda  - Citigo - e iV,38
Skoda  - Citigo - Citigo e IV,74
Skoda  - Citigo - Citigoe iV,77
Skoda  - Citigo - Citigo-e iV,76
Skoda  - Citigo - CITIGOe iV Style,72
Skoda  - Citigo - auto,77
Skoda  - Citigo - Citigo e iV Style,79
Skoda  - Citigo - iV Style,0
Skoda  - Citigo - Citigo iV e,75
Volkswagen  - Golf - E Golf,71
Skoda  - Citigo - Citigo E IV Style,79
Skoda  - Citigo - Citigo-E iV Ambition,75
Skoda  - Citigo - Best of,80
Volkswagen  - Golf - eGolf 300,43
Skoda  - Citigo - Citigo E iV Style,49
Skoda  - Citigo - CITIGOe IV,0
Skoda  - Citigo - e  iV,83
Volkswagen  - Golf - E-Golf 300 (BE2),81
Skoda  - Citigo - CITIGOe iV Style,65
Skoda  - Citigo - CITIGOe IV Style,81
Skoda  - Citigo - Citigo e_iV,16
Skoda  - Citigo - Citigo e_iV,2
Skoda  - Citigo - iV Style,91
Skoda  - Citigo - e iv Best of,0
Smart  - Fortwo - EQ Cabrio,17
Volkswagen  - Golf - E-Golf,82
Skoda  - Citigo - iV Style ,83
Skoda  - Citigo - iV Best Of,93
Smart  - Fortwo - EQE,43
Smart  - Fortwo - Cabrio,39
Volkswagen  - Golf - eGolf VII,7
Smart  - Fortwo - EQ,55
Smart  - Fortwo - Smart EQ Prime ,51
Smart  - Fortwo - EQ,55
Smart  - Fortwo - Electric drive,57
Skoda  - Citigo - Citigo iV,72
Smart  - Fortwo - EQ,56
Smart  - Fortwo - EQ,57
Volkswagen  - Golf - e-Golf,67
Volkswagen  - Golf - e-Golf,87
Smart  - Fortwo - EQ,33
Smart  - Fortwo - EQ Fortwo,0
Smart  - Fortwo - EQ Cabrio,62
Smart  - Fortwo - EQ Cabrio puls,60
Volkswagen  - Golf - eGolf,90
Smart  - Fortwo - Passion,14
Smart  - Fortwo - EQ 453,62
Volkswagen  - Golf - e-Golf,95
Smart  - Fortwo - EQ Pulse,63
Volkswagen  - Golf - e-Golf,107
Smart  - Fortwo - EQ,63
Smart  - Fortwo - electric drive,63
Hyundai  - IONIQ - IONIQ Electric Comfort 2019,71
Smart  - Fortwo - Cabrio ,60
Smart  - Fortwo - EQ Bluedawn,64
Smart  - Fortwo - smart EQ fortwo,66
Smart  - Fortwo - EQ,61
Smart  - Fortwo - Smart EQ Fortwo,66
Smart  - Fortwo - fortwo electric drive,67
Smart  - Fortwo - ED3,75
Smart  - Fortwo - EQ  ,65
Smart  - Fortwo - cabrio ed,67
Renault  - Twingo - Vibes,59
Smart  - Fortwo - Electric Drive Cabrio,67
Smart  - Fortwo - 451 ED,67
Smart  - Fortwo - prime,62
Smart  - Fortwo - Passion,67
Smart  - Fortwo - EQ,67
Smart  - Fortwo - 453,68
Volkswagen  - Golf - e-Golf,0
Skoda  - Citigo - iV,95
Smart  - Fortwo - electric drive,68
Smart  - Fortwo - EQ,68
Renault  - Twingo - Vipes,66
Smart  - Fortwo - ED3 Cabrio,68
Smart  - Fortwo - EQ prime,68
Smart  - Fortwo - ED 3 Cabrio,68
Renault  - Twingo - E-Tech,67
Renault  - Twingo - Intens,4
Smart  - Fortwo - ED 3,53
Smart  - Fortwo - ED3,69
Renault  - Twingo - Vibes,67
Smart  - Fortwo - electric drive,68
Renault  - Twingo - Vibes,70
Smart  - Fortwo - EQ,70
Smart  - Fortwo - EQ Cabrio ,70
Smart  - Fortwo - EQ,69
Smart  - Fortwo - ED Cabrio greenflash Edition,70
Smart  - Fortwo - Cabrio,70
Smart  - Fortwo - EQ,71
Smart  - Fortwo - EQ42  Prime,71
Smart  - Fortwo - EQ passion exclusive ,5
Skoda  - Citigo - citigo iv e style,76
Smart  - Fortwo - EQ,73
Smart  - Fortwo - 451  ed,71
Smart  - Fortwo - -,72
Smart  - Fortwo - Electric Drive,72
Smart  - Fortwo - EQ Fortwo,73
"Renault  - Twingo - Twingo Electric ""Vibes""",84
Volkswagen  - Golf - e-Golf,76
Smart  - Fortwo - Passion,73
Renault  - Twingo - INTENS,91
Smart  - Fortwo - EQ PRIME,73
Smart  - Fortwo - Smart EQ,78
Smart  - Fortwo - electric drive,74
Skoda  - Citigo - CITIGO e IV Style,11
Smart  - Fortwo - electric drive,73
Smart  - Fortwo - electric drive,74
Smart  - Fortwo - ED,75
Smart  - Fortwo - Electric Drive,74
Smart  - Fortwo - 453 EQ Cabrio,74
Renault  - Twingo - ZE Intens,70
Smart  - Fortwo - fortwo,75
Skoda  - Citigo - Citigo e iV Style,0
Smart  - Fortwo - EQ,0
Smart  - Fortwo - EQ,75
Smart  - Fortwo - Smart ed Cabrio,75
Smart  - Fortwo - SmartEQ,0
Smart  - Fortwo - ForTwo Passion Cabrio,77
Smart  - Fortwo - EQ Passion,76
Smart  - Fortwo - Fortwo ED,77
Smart  - Fortwo - electric drive,24
Smart  - Fortwo - Passion,77
Skoda  - Citigo - Citigo iV Style,67
Smart  - Fortwo - EQ2,77
Skoda  - Citigo - Škoda Citigo-e iV (Elektrika),43
Smart  - Fortwo - electric drive,72
Smart  - Fortwo - Smart 451 ED Cabrio  ,78
Volkswagen  - Golf - Golf 3 CitySTROMer,116
Smart  - Fortwo - EQ fortwo cabrio passion,77
Smart  - Fortwo - Electric Drive,76
Smart  - Fortwo - 453 EQ Cabrio,79
Smart  - Fortwo - Lothars Spielzeug,79
Smart  - Fortwo - EQ,77
Smart  - Fortwo - ED Cabrio ,79
Smart  - Fortwo - electric drive,80
Smart  - Fortwo - 453,78
Smart  - Fortwo - electric drive,81
Smart  - Fortwo - EQ Prime,78
Smart  - Fortwo - 451 E,81
Smart  - Fortwo - ForTwo Cabrio,80
Smart  - Fortwo - EQ,72
Smart  - Fortwo - Smart ED,81
Smart  - Fortwo - ForTwo ED Coupé,83
Smart  - Fortwo - EQ,83
Smart  - Fortwo - Electric Drive,83
Smart  - Fortwo - EQ,76
Smart  - Fortwo - Smart ed cabrio,82
Smart  - Fortwo - Electric Drive Coupe,84
Smart  - Fortwo - EQ,83
Smart  - Fortwo - 451 Cabrio,82
Smart  - Fortwo - EQ,81
Smart  - Fortwo - smart EQ fortwo,49
Smart  - Fortwo - Brabus Cabrio,85
Skoda  - Citigo - CITIGOᵉ iV,86
Smart  - Fortwo - EQ,85
Smart  - Fortwo - Passion ED ,84
Smart  - Fortwo - EQ,89
Smart  - Fortwo - EQ fortwo passion,85
Smart  - Fortwo - ED - 22kw Lader,92
Smart  - Fortwo - EQ,91
Smart  - Fortwo - Fortwo ED,89
"Smart  - Fortwo - electric drive, 2014",92
Smart  - Fortwo - Smart EQ fortwo,91
Smart  - Fortwo - Cabrio EQ prime,74
Volkswagen  - Golf - e-Golf,85
Smart  - Fortwo - fortwo Coupé Electric Drive,101
Smart  - Fortwo - Elektro,92
Smart  - Fortwo - EQ,93
Smart  - Fortwo - EQ,101
Smart  - Fortwo - electric drive 451e,93
Smart  - Fortwo - EQ,108
Smart  - Fortwo - fortwo electric drive coupe 55kW,104
Smart  - Fortwo - EQ,96
Smart  - Fortwo - Smart EQ,109
Smart  - Fortwo - Cabrio,61
Hyundai  - Kona - KONA EV 64,34
Hyundai  - Kona - Kona EV,11
Smart  - Fortwo - Fortwo electric drive,109
Hyundai  - Kona - 2022,25
Smart  - Fortwo - Electic Drive Cabrio,64
Smart  - Fortwo - ED,88
Hyundai  - Kona - Kona Electric 136ch Intuitive Euro6d-T EVAP,2
Hyundai  - Kona - Electric ,7
Smart  - Fortwo - electric drive coupé,60
Hyundai  - Kona - Kona EV,35
Hyundai  - Kona - kona,53
Hyundai  - Kona - Premium,49
Hyundai  - Kona - Trend,42
Hyundai  - Kona - Kona  E,48
Hyundai  - Kona - Kona,53
Hyundai  - Kona - Kona Executive 64kW,49
Hyundai  - IONIQ - Ioniq EV Premium,63
Hyundai  - Kona - Premium,0
Smart  - Fortwo - Passion,67
Hyundai  - Kona - Kona EV 2021,16
Hyundai  - Kona - Kona electric,55
Hyundai  - Kona - kona,51
Hyundai  - Kona - Electric,59
Smart  - Fortwo - EQ Prime,68
Hyundai  - Kona - Kona64,56
Hyundai  - Kona - 64 kw executive,60
Hyundai  - Kona - techno,57
Hyundai  - Kona - MY2020 executive 64kWh,59
Smart  - Fortwo - EQ,0
Hyundai  - Kona - 204 Executive 64kWh,60
Hyundai  - Kona - Kona-e,57
Hyundai  - Kona - DAB+,61
Renault  - Twingo - Zen,69
Smart  - Fortwo - EQ Cabrio,68
Skoda  - Citigo - eIV,87
Smart  - Fortwo - Cabrio 451 ED,71
Smart  - Fortwo - Fortwo EQ Cabrio,69
Smart  - Fortwo - EQ,77
Hyundai  - Kona - electric,11
Hyundai  - Kona - Elektro Style,62
Hyundai  - Kona - Premium,63
Hyundai  - Kona - Hyundai Kona Creative 39kWh,61
Hyundai  - Kona - Fashion Sky,64
Hyundai  - Kona - Kona electric 2021,63
Hyundai  - Kona - Style,62
Dacia  - Spring - Comfrot plus,71
Smart  - Fortwo - Smart EQ,72
Hyundai  - Kona - Premium EV,63
Volkswagen  - Up! - E-UP United ,52
Hyundai  - Kona - Elektro 150kW,63
Volkswagen  - Golf - e-Golf,71
Hyundai  - Kona - Kona electric,65
Hyundai  - Kona - Vanguard 39Kw,66
Hyundai  - Kona - Style,65
Hyundai  - Kona - Vertex,65
Volkswagen  - Up! - united,46
Hyundai  - Kona - Style,66
Hyundai  - Kona - exécutive 64 kWh,61
Smart  - Fortwo - Coupé - ED,67
Volkswagen  - Up! - E UP! 2.0 Life,50
Dacia  - Spring - Spring Electric,69
Volkswagen  - Up! - e-up! voll=80%,58
Hyundai  - Kona - Kona Premium,67
Hyundai  - Kona - Elektric 39kWh,0
Hyundai  - Kona - Elektro 39kWh Trend,70
Hyundai  - Kona - Kona EV,67
Hyundai  - Kona - Kona EV 64Kwh,70
Hyundai  - Kona - exécutive 64 kWh ,46
Hyundai  - Kona - Kona electric 64kW,68
Hyundai  - Kona - Electric,70
Hyundai  - Kona - Kona EV,69
Hyundai  - Kona - Electric ,58
Hyundai  - Kona - Executive,69
Hyundai  - Kona - 150KW  2C 484KM,52
Hyundai  - Kona - Kona 2020,48
Hyundai  - Kona - executive,68
Smart  - Fortwo - electric drive Coupé,76
Hyundai  - Kona - E,70
Hyundai  - IONIQ - Creative,61
Hyundai  - Kona - Electric,67
Hyundai  - Kona - electric,70
Hyundai  - Kona - Elektric,0
Dacia  - Spring - Spring,64
Hyundai  - Kona - Style,74
Hyundai  - Kona - Kona 64 kWh (2020),0
Hyundai  - Kona - Kona EV Edition 30+,73
Hyundai  - Kona - Kona EV Select,72
Hyundai  - Kona - Kona Electric,74
Hyundai  - Kona - Electric ,72
Hyundai  - Kona - EV Premium,74
Hyundai  - Kona - Style,73
Hyundai  - Kona - 64 kw,73
Volkswagen  - Up! - e-up!,59
Hyundai  - Kona - Kona 64Kw Exécutive,74
Hyundai  - Kona - electric,74
Hyundai  - Kona - Electric,4
Hyundai  - Kona - Creative,61
Hyundai  - Kona - Kona 64kwh Executive,74
Hyundai  - Kona - N30,73
Hyundai  - Kona - Style,75
Hyundai  - Kona - blau,77
Hyundai  - Kona - Lifestyle-SUV,56
Hyundai  - Kona - Select,75
Hyundai  - Kona - Kona electric,55
Hyundai  - Kona - Prime 64kWh,15
Hyundai  - IONIQ - Elektro,64
Hyundai  - Kona - KONA Elektro,76
Hyundai  - Kona - Style,77
"Hyundai  - Kona - Premium, MY20",75
Smart  - Fortwo - EQ Cabrio,58
Hyundai  - Kona - E-Kong,3
Hyundai  - Kona - Kona Premium,77
Hyundai  - Kona - Kona EV 64KWH,77
Hyundai  - Kona - Trend ,77
Hyundai  - Kona - Trend,0
Hyundai  - Kona - Kona electricTrend MY23,77
Hyundai  - Kona - Kona II,0
Hyundai  - Kona - EV Trend,78
Hyundai  - Kona - Premium,78
Hyundai  - Kona - Elektro ,8
Hyundai  - Kona - Kona Trend,0
Hyundai  - Kona - Kona,0
Hyundai  - Kona - Kounea,61
Hyundai  - Kona - Kona Elektro 64,44
Smart  - Fortwo - Fortwo EQ,77
Volkswagen  - Up! - e-Up! move E 61 E1F,51
Hyundai  - Kona - electric,77
Hyundai  - Kona - Business,66
Dacia  - Spring - Spring,0
Hyundai  - Kona - Kona E,80
Smart  - Fortwo - Passion,65
Volkswagen  - Up! - Max,4
Hyundai  - Kona - 100,51
Hyundai  - Kona - Hyundai Kona Electric,77
Hyundai  - Kona - Vertex 64kWh,0
Hyundai  - IONIQ - Creative,66
Hyundai  - Kona - Elektro,0
Hyundai  - IONIQ - Electric,72
Hyundai  - Kona - Kona Elektro Premium,0
Hyundai  - Kona - Kona Trend,79
Smart  - Fortwo - EQ,58
Dacia  - Spring - Spring,74
Volkswagen  - Up! - e-Up!,0
Hyundai  - Kona - Premium,81
Hyundai  - Kona - Kona Elektro Prime,81
Hyundai  - Kona - Prime ,2
Hyundai  - Kona - Advantage,0
Hyundai  - Kona - Premium,80
Hyundai  - Kona - Kona Elektro,61
Hyundai  - Kona - Premium,71
Hyundai  - Kona - Kona Electric,82
Hyundai  - Kona - Elektro,82
Hyundai  - Kona - Kona Elektro Premium,77
Volkswagen  - Golf - 300,61
"Hyundai  - Kona - Kona EV, MJ2020",83
Hyundai  - Kona - Kona Elektro 64,79
Hyundai  - Kona - electric,83
Hyundai  - Kona - Trend,83
Hyundai  - Kona - Premium,83
Hyundai  - Kona - KONA Style,83
Hyundai  - Kona - 64kWh,81
Hyundai  - Kona - Style,84
Hyundai  - Kona - Electric,85
Hyundai  - Kona - Premium ,85
Hyundai  - Kona - Kona advantage,78
Hyundai  - Kona - Trend MY23,85
Hyundai  - Kona - Electric,80
Hyundai  - Kona - Kona Style,84
Hyundai  - Kona - Kona Premium 64 kWh,85
Hyundai  - Kona - Kona electric,85
Hyundai  - IONIQ - Ioniq FL Elektro Premium,78
Hyundai  - Kona - Premium 64,88
Hyundai  - Kona - Sky 64 kWh,84
Hyundai  - Kona - Premium,77
Hyundai  - Kona - Kona Style 64 kWh,78
Hyundai  - Kona - Kona Premium 150Kw,54
Volkswagen  - Up! - eUP United,88
Hyundai  - Kona - Kona Style 64 kWh,87
Hyundai  - Kona - Facelift 39kWh,56
Hyundai  - Kona - Advantage Elektro,76
Hyundai  - IONIQ - electric,68
Hyundai  - IONIQ - electric Premium,0
Hyundai  - IONIQ - Ioniq,0
Hyundai  - Kona - kauai,88
Dacia  - Spring - Dacia Spring,68
Hyundai  - IONIQ - electric PREMIUM,75
Dacia  - Spring - Comfort Plus,77
Hyundai  - Kona - Kona EV,71
Hyundai  - Kona - Style,89
Hyundai  - Kona - Kona EV,90
Hyundai  - Kona - Kona,0
Hyundai  - Kona - Kona Electric,88
Hyundai  - Kona - Elektro 64 kWh,1
Hyundai  - Kona - Elektro 64 kWh,37
Dacia  - Spring - Spring,51
Hyundai  - Kona - DAB+,91
Hyundai  - IONIQ - Tram,69
Hyundai  - Kona - Premium,91
Hyundai  - Kona - Kona,87
Hyundai  - Kona - Kona electric ,0
Hyundai  - Kona - Advantage,93
Hyundai  - Kona - Elektro,6
Hyundai  - Kona - 64kw creative,93
Volkswagen  - Golf - e Golf,62
Volkswagen  - Up! - e-Up,56
Hyundai  - Kona - Kona electric,75
Hyundai  - Kona - Kona Elektro,95
Hyundai  - Kona - electric,83
Hyundai  - Kona - EV,91
Hyundai  - Kona - eKona 64kWh ,90
Hyundai  - IONIQ - IONIQ Electric,70
Volkswagen  - Golf - E-Golf,66
Hyundai  - Kona - Trend,29
Hyundai  - IONIQ - Style,70
Hyundai  - IONIQ - Electric,52
Hyundai  - Kona - Trend,82
Hyundai  - Kona - EV,100
Volkswagen  - Golf - E-Golf,72
Volkswagen  - Golf - e - Golf,65
Hyundai  - Kona - Style,75
Hyundai  - Kona - Elektro - Premium 64,28
Volkswagen  - Golf - egolf,4
Volkswagen  - Golf - E-Golf,67
Nissan  - Leaf - Acenta [HSF],55
Hyundai  - Kona - Style electric,79
Hyundai  - Kona - Executive 64,74
Volkswagen  - Golf - E-golf,74
Hyundai  - Kona - Advantage,103
Nissan  - Leaf - Tekna,61
Hyundai  - Kona - EV Premium,101
Nissan  - Leaf - New Leaf 40kW Tekna,35
Volkswagen  - Golf - eGolf,9
Nissan  - Leaf - accenta,66
Hyundai  - Kona - EV 100,90
Hyundai  - Kona - Kona elektro,87
Hyundai  - IONIQ - Ioniq Style,79
Hyundai  - Kona - Elektro,110
Hyundai  - Kona - 64kWh,86
Volkswagen  - Golf - e-Golf,77
Nissan  - Leaf - Tekna,68
Nissan  - Leaf - Acenta 24 kWh,67
Hyundai  - Kona - EV 64kwh STYLE,92
Hyundai  - Kona - electro,101
Nissan  - Leaf - Leaf,70
Volkswagen  - Up! - e-Up,42
Hyundai  - Kona - Trend,81
Volkswagen  - Golf - E-Golf,0
Hyundai  - Kona - EV,95
Hyundai  - Kona - Elektro Premium,74
Volkswagen  - Golf - e-Golf,85
Volkswagen  - Up! - e-up!,3
Volkswagen  - Golf - e-Golf 300,61
Nissan  - Leaf - Leaf,73
Volkswagen  - Golf - e-Golf,71
Nissan  - Leaf - ZE1 MY22,73
Hyundai  - Kona - MJ21,81
Nissan  - Leaf - N-connecta 40kWh,73
Nissan  - Leaf - Visia +,73
Hyundai  - Kona - Trend,0
Volkswagen  - Golf - 300,72
Hyundai  - Kona - Electro,23
Nissan  - Leaf - Leaf,74
Nissan  - Leaf - Tekna 30 kWH,19
Nissan  - Leaf - Acenta,30
Hyundai  - Kona - Vertex,83
Hyundai  - Kona - Kona Premium,83
Volkswagen  - Golf - Golf E,75
Nissan  - Leaf - tekna,65
Nissan  - Leaf - Leaf Tekna,75
Nissan  - Leaf - NISSAN LEAF TEKNA,75
Hyundai  - Kona - Kona Elektro Prime (64kWh),79
Nissan  - Leaf - AZEO 24kWh,64
Nissan  - Leaf - Acenta,76
Nissan  - Leaf - 24kWh  Acenta,76
Nissan  - Leaf - Nissan Leaf ZE0,65
Hyundai  - Kona - Advantage,90
Nissan  - Leaf - Leaf Visia,76
Hyundai  - IONIQ - IONIQ electric Premium Eco,65
Nissan  - Leaf - Tekna 30 kWh,77
Nissan  - Leaf - Leaf Acenta,77
Hyundai  - Kona - Hyundai Kona E,94
Nissan  - Leaf - Tekna 40kWh,81
Skoda  - Citigo - Citigo e iV,0
Volkswagen  - Golf - eGolf,84
Nissan  - Leaf - Visia+,78
Nissan  - Leaf - Acenta,0
Nissan  - Leaf - Acenta,59
Skoda  - Citigo - Citigo-E IV,80
Nissan  - Leaf - Leaf,74
Nissan  - Leaf - Accenta,29
Renault  - Twingo - Twingo,42
Nissan  - Leaf - 24,79
Nissan  - Leaf - Leaf ZE1 N-Connecta,79
Nissan  - Leaf - Acenta,80
Nissan  - Leaf - ZE0 ,71
Volkswagen  - Golf - GTE,30
Volkswagen  - Golf - e-Golf 300,72
Nissan  - Leaf - Acenta [HSF],55
Nissan  - Leaf - 1,22
Nissan  - Leaf - Leaf ZE0 Acenta,59
Volkswagen  - Golf - e Golf,65
Nissan  - Leaf - Leafy,81
Smart  - Fortwo - 451 electric drive Cabrio,78
Volkswagen  - Up! - e-UP! United,3
Nissan  - Leaf - Tekna,81
Nissan  - Leaf - 2,82
Nissan  - Leaf - Leaf 2 ZE1 2020 62 Kw/h,0
Volkswagen  - Up! - move,83
Volkswagen  - Up! - e-Up!,73
Hyundai  - IONIQ - IONIQ electric Premium,65
Nissan  - Leaf - 2,84
Nissan  - Leaf - ZE1,82
Nissan  - Leaf - leaf,82
Nissan  - Leaf - ZE1 Tekna,40
"Nissan  - Leaf - ZE1, Tekna, 40kw",2
Nissan  - Leaf - 40kWh,84
Nissan  - Leaf - Tekna,29
Volkswagen  - Up! - e-Up!,0
Nissan  - Leaf - e+ Tekna Option,0
Nissan  - Leaf - Leaf 2 ZE1 2018 Zero Edition ,0
Nissan  - Leaf - Leaf 40 kWh,68
Nissan  - Leaf - ZE0,86
Nissan  - Leaf - Leaf ZE1 Tekna,0
Hyundai  - Kona - Elektro,19
Nissan  - Leaf - Leaf 2015er,74
Hyundai  - Kona - Electric,87
Nissan  - Leaf - leaf,0
Nissan  - Leaf - Tekna 40kWh,87
Hyundai  - Kona - Vertex 64 kWh,14
Nissan  - Leaf - NConect,88
Nissan  - Leaf - Leaf Acenta MY22,87
Nissan  - Leaf - ZE0,88
Nissan  - Leaf - 40 kWh,88
Nissan  - Leaf - Leaf Tekna 30kWh,85
Nissan  - Leaf - WN21,88
Nissan  - Leaf - Leaf,0
Nissan  - Leaf - MY19 62kWh e+ Tekna,89
Nissan  - Leaf - Nissan Leaf,90
Smart  - Fortwo - Smart ForTwo EQ,88
Hyundai  - Kona - a,73
Hyundai  - Kona - electric,70
Nissan  - Leaf - Leaf 40KW,74
Nissan  - Leaf - Zero Emmission,0
Nissan  - Leaf - Model 2012,91
Hyundai  - Kona - Hyundai Kona 64 Kwh,72
Hyundai  - Kona - Electro,74
Nissan  - Leaf - 30 Kwh Accenta,92
Nissan  - Leaf - Leaf Acenta,8
Hyundai  - Kona - electric 64KWh,74
Volkswagen  - Golf - e-Golf,66
Nissan  - Leaf - Connecta,67
Hyundai  - Kona - 64kw,0
Nissan  - Leaf - e+ N-Connecta,0
Hyundai  - IONIQ - Electric,70
Nissan  - Leaf - Tekna 40kWh,85
Nissan  - Leaf - Nissan Leaf - ZE0 - Modell 2012,94
Smart  - Fortwo - electric drive,86
Nissan  - Leaf - LEAF ZE1 ACENTA,94
Hyundai  - Kona - Kona Elektro Style,85
Nissan  - Leaf - ZE1,71
Nissan  - Leaf - Tekna 40kwh,91
Hyundai  - Kona - Kona Electric 64 kWh Style,88
Hyundai  - IONIQ - Ioniq electric,78
Nissan  - Leaf - ZE1 2.Zero,96
Nissan  - Leaf - Leaf S,97
Nissan  - Leaf - Tekna Option,97
Nissan  - Leaf - Leaf 40 kWh Tekna,0
Nissan  - Leaf - ZE1 Tekna,77
Nissan  - Leaf - N-Connecta,90
Nissan  - Leaf - 2.Zero,98
Nissan  - Leaf - ZE0,76
Hyundai  - Kona - Prime,0
Nissan  - Leaf - Leaf 40 KW,99
Nissan  - Leaf - Leaf,100
Nissan  - Leaf - Leaf Tekna,103
Nissan  - Leaf - Leaf II N-Connecta,103
Nissan  - Leaf - leaf,103
Nissan  - Leaf - ZE1,104
Hyundai  - Kona - Premium,97
Nissan  - Leaf - Tekna/SVE,105
Nissan  - Leaf - Leaf spoiler,110
Nissan  - Leaf - Connect,70
Nissan  - Leaf - Leaf Acenta,0
Nissan  - Leaf - N-connecta ,126
Nissan  - Leaf - X,130
BMW  - i3 - i3 94Ah,1
BMW  - i3 - i3s,12
Hyundai  - Kona - 45,67
BMW  - i3 - BEV 60Ah,34
BMW  - i3 - i3 - 120 Ah,30
BMW  - i3 - i3,37
BMW  - i3 - i3,40
BMW  - i3 - i3,50
BMW  - i3 - i3 94ah,54
Nissan  - Leaf - Leaf (Modell 2012),104
BMW  - i3 - i3,56
BMW  - i3 - 94 Ah,56
BMW  - i3 - i3,56
BMW  - i3 - i3,59
BMW  - i3 - 94Ah,60
BMW  - i3 - BMW i3,60
BMW  - i3 - i3 non Rex,61
BMW  - i3 - i 3,61
BMW  - i3 - I3 94ah,62
BMW  - i3 - Dark    Knight,11
BMW  - i3 - BMW i3,62
BMW  - i3 - i3 94Ah,62
BMW  - i3 - i3 94Ah REX,63
Nissan  - Leaf - Leaf 2014,95
Hyundai  - IONIQ - Elektro,61
Volkswagen  - Up! - e-UP 2020,63
Hyundai  - Kona - Kona 2023 64 KWh,146
Hyundai  - IONIQ - Electric creative,61
Volkswagen  - Golf - e-Golf,65
Hyundai  - Kona - Trend,0
"BMW  - i3 - i3 (BEV, I01)",63
Nissan  - Leaf - acenta,78
Nissan  - Leaf - Accenta 30 kWh,69
Hyundai  - Kona - Premium,0
Hyundai  - IONIQ - Premium ,74
Hyundai  - IONIQ - Electric Style,64
Hyundai  - Kona - Premium,80
Hyundai  - Kona - SX2E ,0
BMW  - i3 - 94Ah,66
BMW  - i3 - BMW i3,69
Hyundai  - Kona - Kona Premium,1
BMW  - i3 - i3 120,63
Hyundai  - IONIQ - Ionic Facelift Style,72
Hyundai  - Kona - Corona Elektro MY23,0
BMW  - i3 - 94Ah,0
Hyundai  - Kona - Kona DAB+ 39kWh,81
BMW  - i3 - 94ah,69
BMW  - i3 - 94Ah BEV,42
Volkswagen  - Golf - e-Golf,65
BMW  - i3 - i3 REX,64
Nissan  - Leaf - Acenta,74
BMW  - i3 - i3 94,71
Hyundai  - IONIQ - Trend Electric,74
BMW  - i3 - i3 90 Ah,64
Volkswagen  - Golf - e-Golf,72
Nissan  - Leaf - 40,66
BMW  - i3 - BEV (94Ah),71
BMW  - i3 - i3 120Ah,71
Hyundai  - Kona - Kona Electric Style 64 kWh,96
Volkswagen  - Golf - e-Golf,71
BMW  - i3 - i3 120Ah,71
BMW  - i3 - i3 74h,71
Nissan  - Leaf - 40kWh N-Connecta Two-Tone,63
BMW  - i3 - i3S,72
BMW  - i3 - i3   ,0
BMW  - i3 - I3 120 ah,72
Nissan  - Leaf - N Connecta ,79
Hyundai  - Kona - Kona,79
Nissan  - Leaf - Leaf 24 kWh,68
Nissan  - Leaf - Visia,84
Nissan  - Leaf - Tekna,84
Nissan  - Leaf - Leaf Tekna 40kWh,0
BMW  - i3 - Black Beauty,73
Volkswagen  - Golf -  e-Golf,63
BMW  - i3 - i3 120ah,73
BMW  - i3 - i3S,73
BMW  - i3 - 120Ah,55
BMW  - i3 - i3 120 ah,52
"Nissan  - Leaf - 2.zero, 40kwh",95
BMW  - i3 - i3 120Ah,74
BMW  - i3 - i3S 120Ah,74
Nissan  - Leaf - tekna,56
Skoda  - Citigo - iv,79
BMW  - i3 - i3s REx 94Ah,58
Nissan  - Leaf - Leaf ZE0,69
BMW  - i3 - 120Ah,75
BMW  - i3 - I3 mit Rex 60 Ah,57
BMW  - i3 - S 120AH,15
BMW  - i3 - i3,75
Volkswagen  - Golf - E-Golf 300,70
BMW  - i3 - I3,75
BMW  - i3 - BEV i3 94 Ah,74
BMW  - i3 - BMW i3 120,76
BMW  - i3 - BMW i 3,67
Hyundai  - IONIQ - Electric,61
BMW  - i3 - i3 BEV 94h,75
BMW  - i3 - i3s,76
BMW  - i3 - 94Ah,77
BMW  - i3 - i3 / 94 Ah,76
Nissan  - Leaf - Tekna,88
BMW  - i3 - 120 AH,77
Nissan  - Leaf - Tekna,72
BMW  - i3 - i3s,0
BMW  - i3 - i3s 120Ah,41
Volkswagen  - Golf - eGolf,99
BMW  - i3 - 120Ah,77
BMW  - i3 - i3,77
BMW  - i3 - s 94AH REX,50
Nissan  - Leaf - Acenta,0
BMW  - i3 - i3,78
BMW  - i3 - Atelier,78
Nissan  - Leaf - Leaf n-connecta,86
BMW  - i3 - i3 120Ah LCI,78
Hyundai  - Kona - Trend,80
BMW  - i3 - I3 94 Ah BEV,78
Nissan  - Leaf - 30 kWh Tekna,74
Hyundai  - Kona - Premium DAB+,98
Nissan  - Leaf - 30kw Acenta,70
BMW  - i3 - i3 60Ah,65
Nissan  - Leaf - n-connecta,0
BMW  - i3 - i3s 120ah,0
BMW  - i3 - 94,79
BMW  - i3 - I01 94Ah,70
BMW  - i3 - 94ah Rex,67
BMW  - i3 - 120 Ah,75
BMW  - i3 - i3s,79
